timestamp,temperature,rpm,vibration
2023-05-13 17:43:46.824661,40.82418646029491,0.0,6.27522237336675
2023-05-13 17:43:48.616523,40.82418646029491,0.0,6.8924017686528405
2023-05-13 17:43:50.054220,40.82418646029491,0.0,6.918387898781426
2023-05-13 17:43:51.511883,40.82418646029491,0.0,6.081396252989363
2023-05-13 17:43:52.965723,40.82418646029491,0.0,6.428940334020789
2023-05-13 17:43:54.307193,40.82418646029491,0.0,8.308373361923508
2023-05-13 17:43:55.727556,40.82418646029491,0.0,7.725350184388958
2023-05-13 17:43:57.340686,40.82418646029491,0.0,10.21818655312439
2023-05-13 17:43:58.218273,40.82418646029491,0.0,10.680187162089243
2023-05-13 17:44:27.342501,40.82418646029491,0.0,3.995655973902355
2023-05-13 17:44:45.897569,40.82418646029491,0.0,3.465409443119784
2023-05-13 17:44:47.671032,40.82418646029491,0.0,6.030197921260805
2023-05-13 17:44:48.989566,40.82418646029491,0.0,4.329082836146701
2023-05-13 17:44:50.313560,40.82418646029491,0.0,5.343992243370273
2023-05-13 17:44:51.778969,40.82418646029491,0.0,5.967840831791295
2023-05-13 17:44:53.223895,40.82418646029491,0.0,5.620371766314724
2023-05-13 17:44:54.777469,40.82418646029491,0.0,5.895862328638709
2023-05-13 17:44:56.140546,40.82418646029491,0.0,5.154037390962752
2023-05-13 17:44:57.619697,40.82418646029491,0.0,8.920743678508245
2023-05-13 17:44:59.192637,40.82418646029491,0.0,10.89959769270173
2023-05-13 17:45:00.605350,40.82418646029491,0.0,7.481830170690529
2023-05-13 17:45:02.113830,40.82418646029491,0.0,4.631565923942487
2023-05-13 17:45:03.595091,40.82418646029491,0.0,5.693152595619974
2023-05-13 17:45:04.985141,40.82418646029491,0.0,7.029497138534831
2023-05-13 17:45:06.341429,40.82418646029491,0.0,18.261567642495816
2023-05-13 17:45:07.698465,40.82418646029491,0.0,11.604774613594705
2023-05-13 17:45:09.050524,40.82418646029491,0.0,17.044483887355725
2023-05-13 17:45:10.355961,40.82418646029491,0.0,11.442891297941046
2023-05-13 17:45:11.718496,40.82418646029491,0.0,10.470917870754727
2023-05-13 17:45:13.067515,40.82418646029491,0.0,11.617143914324833
2023-05-13 17:45:14.413019,40.82418646029491,0.0,12.783639839129785
2023-05-13 17:45:15.784281,40.82418646029491,0.0,11.840634391544471
2023-05-13 17:45:17.141037,40.82418646029491,0.0,10.69984715759593
2023-05-13 17:45:18.492165,40.82418646029491,0.0,13.312836392163113
2023-05-13 17:45:19.813163,40.82418646029491,0.0,13.882007267859002
2023-05-13 17:45:21.206468,40.82418646029491,0.0,15.472420263756431
2023-05-13 17:45:22.614759,40.82418646029491,0.0,13.331363189990956
2023-05-13 17:45:24.005662,40.82418646029491,0.0,11.519460145429987
2023-05-13 17:45:25.379795,40.82418646029491,0.0,9.331149136933988
2023-05-13 17:45:26.759242,40.82418646029491,0.0,14.128777711928857
2023-05-13 17:45:28.126780,40.82418646029491,0.0,12.078255862786763
2023-05-13 17:45:29.500203,40.82418646029491,0.0,10.412565168637105
2023-05-13 17:45:30.845654,40.82418646029491,0.0,12.034416149202688
2023-05-13 17:45:32.225856,40.82418646029491,0.0,15.519390972690454
2023-05-13 17:45:33.622022,40.82418646029491,0.0,26.89406930499768
2023-05-13 17:45:34.981589,40.82418646029491,0.0,17.937975696936434
2023-05-13 17:45:36.377115,40.82418646029491,0.0,9.27467310383578
2023-05-13 17:50:55.712041,40.82418646029491,0.0,3.6987271758219324
2023-05-13 17:50:57.505629,40.82418646029491,0.0,2.8986663956476337
2023-05-13 17:50:58.775092,40.82418646029491,0.0,2.9084165540039626
2023-05-13 17:51:00.046652,40.82418646029491,0.0,4.474803479755865
2023-05-13 17:51:01.339761,40.82418646029491,0.0,5.431776627872994
2023-05-13 17:51:02.662678,40.82418646029491,0.0,5.651979256913897
2023-05-13 17:51:03.933253,40.82418646029491,0.0,5.618272904599678
2023-05-13 17:54:23.308715,40.82418646029491,1090.8,4.668720268754708
2023-05-13 17:54:55.839300,40.82418646029491,1090.8,4.470655957263
2023-05-13 17:54:57.582162,40.82418646029491,1090.8,5.646357838255462
2023-05-13 17:54:58.893961,40.82418646029491,1090.8,6.498982224866835
2023-05-13 17:55:01.265223,40.82418646029491,1090.8,7.0003331770496136
2023-05-13 17:55:02.640614,40.82418646029491,1090.8,9.734898062432785
2023-05-13 17:55:47.409602,40.82418646029491,1090.8,3.8657722041198124
2023-05-13 17:55:48.930511,40.82418646029491,1090.8,4.163221288612515
2023-05-13 17:55:50.209824,40.82418646029491,1090.8,4.396320107093166
2023-05-13 17:55:51.591888,40.82418646029491,1090.2,5.066556239070153
2023-05-13 17:55:53.042515,40.82418646029491,1090.8,5.133409683353476
2023-05-13 17:55:54.440576,40.82418646029491,1090.2,7.031457927574212
2023-05-13 17:55:55.845047,40.82418646029491,1090.8,6.018399500246155
2023-05-13 18:02:31.192312,41.741938686167316,0.0,0.38078137440476867
2023-05-13 18:02:33.247253,42.25190994818763,0.0,0.4594103429546811
2023-05-13 18:02:34.631018,43.10203504929573,0.0,0.7597578154494329
2023-05-13 18:02:35.972619,42.18390928321279,0.0,0.3799674208688464
2023-05-13 18:02:37.463516,42.5239264473429,0.0,0.5407191996702048
2023-05-13 18:02:38.886065,42.14990946963918,0.0,0.40042130385182456
2023-05-13 18:02:40.492030,41.94591785232914,0.0,0.18603454385773324
2023-05-13 18:02:42.101272,42.38791542974512,0.0,0.252406483097524
2023-05-13 18:02:43.764985,42.48992317390274,0.0,0.38724865598405506
2023-05-13 18:02:45.004925,43.204064599599555,0.0,0.2810825621011016
2023-05-13 18:02:46.355191,42.115910001994585,0.0,0.38635748894662936
2023-05-13 18:02:47.694300,42.08191088026774,0.0,0.936747777585438
2023-05-13 18:02:49.008940,42.08191088026774,85.2,0.795545428957323
